KDM1A,SLC16A1,C1orf56,PDC,MIR604,CSNK2A3,PLEKHA8P1,ENDOU,ATXN3,DICER1-AS1,MIR4513,COMMD4,IRAIN,ALG1,LOC101927272,COG4,LOC100379224,ZNF542P,NAT8,BOLA3-AS1,CST7,SYS1,ACY1,PDIA5,LOC101243545,LOC645513,RBM22,H2AFV,ANXA2P2,GPKOW,label
320.7991557091054,109.27953131662484,39.75188967207955,9.145343908417562,2.854059033118309,3.126122027609358,28.191840309223682,39.58624146219461,397.58491124010607,10.052480746420924,10.09400422260234,59.74448344682573,21.798264135063427,55.61603669490385,28.575212307918623,288.3361192513925,15.58454300172842,73.30597807528406,2.7923588432315953,61.2370795063883,199.89929212431625,152.590972427341,1.504431005076274,19.46089617286543,53.281217572242305,87.07479984266824,186.41719461019687,636.1224638399713,14.369347622691453,102.40941060742716,0
361.8796250696258,111.20820176097342,41.69822517746244,7.886883223792333,1.8421561508469781,5.759754629543113,28.819175549294236,30.435848001543455,423.8055601769511,8.899240329397765,9.209486000243148,63.594332634643536,17.94866515574825,58.10469265201257,25.17385235656613,338.005148116623,16.908318108568928,70.85026998011372,2.744997128987026,63.28979852024429,170.3245294119829,157.9382686827652,1.056657826825254,20.555376761304963,101.99292793001786,85.02992475032127,171.71458648302203,638.763373930444,20.7662868898576,114.69030349415837,1
317.5142845477421,109.14061582742993,39.882763329113295,9.410617405518476,3.57371196019153,3.698728619547564,29.26229871172914,37.7845001257251,424.8913752108818,10.546741359717267,10.412476390769132,56.6194048549612,20.00505648375079,51.90099272202211,28.134355287780846,293.6995415357361,15.100409809006482,66.71904654849303,1.8867048211161872,61.504905054189365,259.6440869749125,137.13341208048942,1.194461397229945,21.293925138090213,68.15546964453486,86.21374561873053,198.79322333578017,620.120211922389,18.70023724008215,116.04551993932587,1
326.98788043411224,113.26698808536676,43.22634831113183,7.527473790734052,2.832259546354045,4.889357480334205,31.7841559986922,41.10091785352077,410.88664388221196,10.655457171374685,9.612956699789144,57.61044653968332,19.446519814232452,53.282252755349056,27.462510606262736,318.84101323188895,15.61819555826845,77.99858958819047,2.497703320409103,61.10486147054145,195.11972140401835,140.3817201181003,1.049371129451912,23.16437880642296,89.63463278475272,80.19283690655087,190.4629949192883,653.9120601299079,20.42385949775471,128.11952390546523,0
334.1481975176311,106.48880370379132,41.44957037945642,9.955763587796888,3.482761627732674,2.334283439709327,29.808262496729498,37.27161531466871,389.9331270037486,12.885063056980007,10.091664837887555,58.36164791513213,22.07737141399172,55.52727998869265,29.676159040018696,296.51127638890705,16.30994619473342,63.94651764040718,3.5242056883722106,74.95605887045102,193.05835151417847,161.6094718833687,1.312490504940093,18.90933548153233,34.89367498667811,97.81796017552529,182.4220848653211,636.1257187780475,10.371610393110755,103.32037000440866,1
323.5133260945842,119.41309525658774,38.01570397533414,7.996325683246825,2.0714798823784952,7.280303777283211,31.58749022321907,29.84838148366119,442.49329582267717,10.29550239727915,8.166426487785783,62.71471608194669,17.77373020853361,51.00765849165025,24.09672896349941,329.5773565617209,14.448156523233816,73.92202348525609,1.667627406231142,60.77517317673007,255.75747050111323,131.96125419709784,1.1200210504787962,24.275388837193123,127.16109255885928,84.37473782418621,182.2583552231169,635.9098994122669,25.64362631712301,129.19749758012995,0
297.228521567534,108.75578287032381,45.0454567323704,9.66828408302432,3.242502282933085,2.655530092419224,29.47451833888179,44.39812106822186,385.39436350194416,11.239068103352368,12.793523399835456,55.74167083780448,23.9670889067049,50.143808810065245,30.72587146898955,284.4640744808803,15.472820874252253,68.524228828948,2.226992125341238,64.92884314735925,212.9950048138966,162.3545025351057,1.424928848184398,19.82389137591865,36.006800129256774,91.99909609904634,199.0297334005832,616.8339365177029,10.108766956543914,103.88075464303839,1
367.6519096931857,122.85686903493175,40.65602798274266,8.117414703498422,2.5147322042633733,3.193801691981702,30.935470814453385,41.18169352138686,394.74756039451165,12.583939251003587,11.139328229124652,64.33403125912764,23.755016431903982,52.032178083098856,29.8254396113344,307.6569973589256,15.667824982023308,71.71601318004295,2.39603305212663,62.5126775556727,172.71505615273958,149.0782620981327,1.3597410963117031,26.680985155110086,28.33388751049133,74.88344387007751,193.68499437188058,612.2408915663369,7.884932589497714,132.58582028874656,0
308.18572760710475,108.3183613086243,41.33292879828609,8.99148377395481,2.949763546395414,6.829154911464604,30.991608288804116,35.663753594278695,433.53253360063155,11.010078547867362,8.40897953984594,54.30937759754478,20.789173012025422,48.68835643527376,26.31517433789647,291.88801334508213,14.134519269910587,74.47262187293072,2.826036473872819,66.92588177165071,305.1875674527112,148.22451114655092,1.1200210504787962,23.25906859136922,123.7297305128861,83.8137076255297,192.17771473628503,648.9682889881622,24.87756078730459,116.15029116979592,0
348.0637593486093,107.4586583821499,41.828167989231005,8.44427929996737,2.1482348161674727,2.899609300345575,27.89304873501348,35.28145355824576,401.2508201373101,10.050690284181155,12.536863397447323,60.195827278064755,19.061151722345336,53.31770517993086,26.065003019033888,317.9330736506985,15.039292730280385,66.75590674700153,3.2095463215542113,65.0589916377372,194.9517122039199,155.0105212630991,1.163461978370349,21.3641455262769,78.60092109482784,84.02402833452265,177.488709030164,635.8711748534569,18.246239866783185,113.20458498273906,1
324.1262219190516,105.58220020532697,41.53512580515462,9.991954514410141,3.5199070784782065,2.581569234388257,34.48881671881512,43.62864641437179,370.8921384355541,11.48734230000729,14.305990191187774,58.88105707842709,26.770759677871155,52.46387665155364,28.523129038704838,288.3954758941516,15.750357770781083,66.55656233578328,4.360353632309058,68.5997976262832,276.39397296290554,161.1427022257115,1.681166868378265,23.44371774215951,25.198193779611934,92.99517305727576,207.0912186669048,579.5470405055833,11.139852246437531,107.8547111661452,1
343.24048445223025,116.97821937402378,41.913974773305206,7.8020567641832015,2.591035927545218,5.3919699338907945,29.344396735872635,35.295470187880554,417.25378972953456,8.171753312716376,10.294946586771609,63.79002999546069,16.623915891280042,54.96877042306306,28.38395736860257,326.6225160131267,13.75415581943741,64.46986342706859,1.839099139390377,62.00182284629036,196.3783179195902,141.5260297358987,1.0,20.96691555986765,96.86669452948681,83.4605177465144,188.0932341767117,652.6549044392501,21.3045144426117,118.9690958292193,0
333.9998789704812,115.24147864640676,37.8002987424451,8.028417829390403,1.716604407656607,5.833631307296713,32.58946611211445,33.45825693952445,438.9198675345272,9.730888384449095,8.236924419927552,60.82487688152419,16.891852358190285,56.135143988921016,25.137759997852363,333.5559763985874,16.034895302070034,70.26937313626715,2.477474058049886,58.8977601672352,173.98436893185993,133.858975071695,1.119324478870905,24.84038964506463,135.48853513208917,79.72510406799027,180.98795544790318,635.0469221723641,26.402001770409367,128.8426116098503,0
